Title,Description,Values
dış ticaret operasyon müdürlüğü yetki güncellemelleri,dış ticaret operasyon müdürlüğü bütçe temsilcisi olarak sicil numaralı bülent duman atanmıştır müdürlük ilgili cognos yetkilerinin verilebilmesi adına yardımlarınızı talep ederiz,2
kullanici giriş hatası murat arslan,murat arslan ik modülüne girememektedir,0
kullanici giriş hatası ru isgelistirme,rusya i̇ş gelişirme departmanı departman giderlerini girdiğinden ekteki hatayı almaktadır hata ekranı ekte paylaşılmıştır hata oturum açma girişim sayısı üst sınırı aşıldı şeklindedir konu hakkında yardımlarınızı rica ediyoruz,0
genel gider artış oranı,colins loft departman giderlerinde yılında artış oranı sınırlaması var loft departmanlarından giriş yapamadıklarına yönelik bildirimler geldi teşekkür ederim,0
perspectıve kurulumu,bütçe departmanındaki arkadaşlara perspectıve kurulumunun yapılmasını rica ediyoruz,3
bloke hesaplar,türkiye dahil ülkelerde kullanıcı adı şifre ilgili hatadan dolayı bloke olan kullanıcılarının blokelerin kaldırılması yardımlarınızı rica ediyoruz,3
tr kira çalışması,tr kiralar sayfasında veriler girilmiş olmasına rağmen analiz sayfalarına veri akışı gelmemektedir kontrolünüzü rica ederim teşekkür ederim,0
tr mizan,tr mizan çektiğimde raporları güncelleyemiyorum örneğin satış dataları yada gider dataları mayıs sonrasına gelmiyor kontrolünü rica ederim teşekkür ederim,0
loft,departman giderlerinde di̇ğer gi̇derler sayfasının loft departmanlarında gelmediği söylenmiştir kontrolünüzü rica ederiz ayrıca loft fiili tablolarına reklam imaj vitrin giderleri gelmediği söyleniyor kontrollerinizi rica ederim,0
ik sureci,kayseri kumsmall avm i̇stanbul nevçarşı mağazalarında ik modülü veri girişine açılmasını rica ederiz,2
açılış mağaların modüllere gelmesi,açılış mağazalarının tm sistemine gelmesi adına eylül dönemi ax tarafında departmanlar olduştururak kayıtların atılması sağlandı sonra tanımlalar ekranından ilgili departmanların tanımlamaları yapıldı ancak departmanlar satoş modülüne gelirken kira modülüne gelmiyor konu hakkında yardımlarınızı rica ediyoruz eylül ayı fiiliye çekilip mizan oluştur butonlarını tıklanmıştır yeni açılan mağaza şekilde lipetsk rivera kaliningrad baltiya kaliningrad evropa perm esplanata,0
mağaza statüleri,mağaza statülerini oluşturmak aşağıdaki statülerin sisteme tanımlanması yardımlarınızı rica ediyoruz açılış kapanış refit büyüme küçülme,2
rusya ik modülü hatası,rusya ik modülünde uygulama yönetimi alanında süreçler güncellendiğinde ekteki hata alınmaktadır hatanın oluşma sebebi hakkında bilgi alabilir miyiz hata alınması çalışmada bir sorun yaratır ekte ekran görüntüsü mail yazışmalarını görebilirsiniz,0
kira modülündeki sorunlar,kira modülünde aşağıdaki problemlere karşılaşmış bulunuyoruz kira giderleri analiz sayfasında verileri dışa excel olarak dışa aktarmak istediğimizde başarısız oluyoruz aktarımda sorun yaşıyoruz kira modülünde kira giderleri güncelle düğmesini sadece bütçe ekibi çalıştırınca oluyor i̇ş geliştirme çalıştırıyor veriler gelmiyor ekran boş gözüküyor konu hakkında yardımlarınızı rica ediyoruz,0
loft_web yetki̇si̇,web te boyut eşlemelerinde eski bayilerin corner shop kesin alım düzeltmeleri yapılıyor ancak bayi gruplarını bölge değiştiremiyorum onları insighttan yapabiliyorum i̇ki düzeltmeyi aynı yerden yapamıyorum web te yetkim yok sanırım yeni açtığım bayiler satış sayfasında kesin alım shop corner olarak görünürken görüntü bölge bazında seçildiğinde bölge olarak açılan cariler görünmemektedir,0
merkez norm kadro sayıları veri giriş alanı yetkilendirmesi,türkiye loft yurtdışı ülkelerde merkez norm kadro sayılarının giriş alanın salt okunur olarak gözükmektedir bütün ülkelerde veri girişine açılmasını rica ederiz,2
merkez genel giderler,merkez genel giderler toplam sayfasına seyahat giderleri telofon giderleri simülasyona gelmemektedir ayrıca seyahat bütçe rakamlarıda farklılık göstermektedir kontrolünü rica ederim teşekkür ederim,0
goksel cıvak kullanıcıparola sıfırlaması,göksel cıvak by göksel cıvak kullanıcınılarını parolalarını sıfırlayabilir miyiz lütfen ik kullanıcıları bizimle paylaşmış odluğunuz kullanıcılar listesinde bulunmuyor sanırım ik kullanıcı listesini paylaşabilir misiniz lütfen,2
ukrayna ik modülü_formül kontrolleri,ik modülünde ukrayna hesaplamalarda kontrolünüzü istedğimiz nokta bulunmaktadır birikmiş i̇zin ödemelerinde hesaplamalarında ciro nun yüzde üni alarak bir hesaplama yapması gerekiyor fakat farklı bir hesaplama çıkmaktadır kontrolünü rica ediyoruz resmi tatil günleri hesaplamasında resmi tatil vergisi resmi tatil günleri hesaplamaları arasında bir kayma mevcuttur kontrolünü rica ediyoruz excel sayfasında resmi tatil çalışmasını hesapladığımda gider tutarlarının resmi tatil vergi satırına görmekteyiz kontrolünü rica ediyoruz excel çalışm,0
romanya norm kadro farkları,romanya ik modülü norm kadro sayfasında nihai değer revizyon değerler arasında fark bulunmaktadır kontrolünüzü rica ederiz,0
mağaza statü güncellemesi,mağaza statülerini kira modülünde güncellememize rağmen modüllerde statüler güncellenmemektedir desteklerinizi rica ederiz,0
romanya_yemek gıderlerı hesaplama kontrolü,yeni açılan iki mağazada yemek gideri hesaplamamaktadır armada lotus center kolay gelsin,0
cognos giriş hatası,gider bütçesi modülüne giremiyoruz sistem hata vermektedir,3
iç denetim departmanının pazarlama iletişim departmanlarının gider bütçesini kullanamamalı,iç denetim departmanı ekranları pasif görünmektedir işlem yapamıyor pazarlama iletişim departmanının seyahat giderleri çalışmıyor,0
seyahat giderleri,seyahat giderleri sayfasında bütçede eylül öncesi tarife li yurtdışı seyahatler görünmüyor kontrol edermisiniz lütfen,0
server performans i̇yileştirmesi,server daki performans iyileştirmesi ilgili talep edilen ticket,3
tr fas ik destek çalışmaları,murat arslan ın tr fas iligli bashetmiş olduğu genel giderleri hesaplamaları desteğinizi rica ederiz,1
amortisman hesabı kontrolleri,rusya özelinde göndermiş olduğumuz ekim aralık amortsiman hesaplamalarının kontorolünü rica ederiz,0
dönem boyutu ayarları,modülleri açarken dönem boyutlarında ilk seçili yılın yılını default olarak ayarlayabilir misiniz lütfen,2
eylül ayı yurt dışı verilerinin gelmemesi,eylül ayına ait yurt dışı kaynaklı veriler cognos sisteminde görüntülenememekte dolayısıyla raporlama sorunları oluşturmaktadır yardımlarınızı talep ederiz,0
gider yatırım sayfasında albarakatech alanının oluşturulması,gider yatırım sayfasında albarakaturk alanından bağımsız olarak albarakatech isimli yeni bir alanın oluşturulmasını talep etmekteyiz alana girilen bütçe verileri albarakaturk toplamına diğer alanlara etki etmemelidir,2
loft yaşlandırma veri girişi,loft yaşlandırma verisini manuel olarak nerden girebildiğini öğrenmek istiyor yardımcı olabilir misiniz lütfen,2
mağazacılık giderleri veri girişinde yaşanan zorluklar,mağazacılık giderlerinde veri girişi yapılırken modüllerde ekranlar kilitleniyor kaydedemiyoruz video mail yolu gönderilmiştir,0
finans modülü euro kredı hesaplamaları,finans modülünde euro kredileri hesaplarken euro usd paritesine carpmasi gerekirken böldüğü fark edilmiştir kontrolün sağlanmasını rica ederiz,0
ukrayna finansman giderleri,ukrayna finans modülünde fiili tafafa gelmeyen finans giderleri mevcuttur ilgili ekran görüntüsü paylaşılmıştır giderlerin fiili tarafa gelmesi yardımlarınızı rica ediyoruz yurtdışı para taşıma komisyonu hesabında kontrollerinizi yapabilirsiniz,0
ukrayna yemek giderlerinin prformans tablosuna ik modulunden aktarimi,geçen sene manuel olarak girilen yemek giderlerinin otomatik olarak modülünden gelmesi yardımlarınızı rica ediyoruz,2
tr amortisman,genel giderler sayfasına amortisman bütçe rakamları amortisman bütçe rakamları gelmemektedir kontrolünü rica ederim,0
e magaza pos komisyonlari,e mağazacılık kanallarında rusya romanya finans modülünde pos komisyonu gözükürken performans tablosunda ilgili kanallarda pos komisyon toplamını mağazacılık kanalında görmekteyiz ayırmamız gereken bir parametre var iki satış kanalında kendi pos komisyıonlarını görebilir miyiz lütfen ukrayna e mağaza kanalında pos komisyonu gözükmektedier diğer ülkelerde gözükmediğini tam olarak anlamadık,0
hedef versiyonu smm tutarı veri giriş,sedat bey hedef versiyonunda hedef tutarlarını girerken smm tutarında hesaplama tarafında sıkıntı yaşıyoruz kontrolünüzü rica ediyoruz,0
sosyal yardımların toplam giderlere gelmemesi,i̇k modülündeki bulunan sosyal yardım giderleri toplam merkez giderler kısmına gelmemektedir konu hakkında yardımlarınızı rica ediyoruz,0
amortisman modülündeki aktifi alınma durumu,amortisman modülünde aktife alınma kısmının çalışıp çalışmadığını kontrol edebilir misiniz soruna örnek vermek gerekirse yılında kazan kazan mall avm nin aktife alınmasını evet denemize rağmen yılında yeni yatırımlardan amortisman getirmektedir,0
ek taleplerin kaynaklara gelmemesi,kaynaklar alanına girdiğimiz giderlerin bir bölümü hesaplanan ek talep kısmında görüyordu ancak toplam giderler kısmına gittiğimizde sadece hesaplandaki bakiyeyi alıyor ek talepte olan kısımla toplamıyor kontrol edebilir misiniz iki alanında toplayıp getirmesini istiyoruz,0
loft_performans tablosu,loft_performans tablosunda sıkıntı yaşamaktadır dönem iken bende aylıkta kümülede aynı rakamı gösteriyor döenmi eylül sectiğimde veriler gelmiyor amortisman prim bilginize,0
tr amortisman,bütçe fiili bütçe amortisman kontrolü,2
kayt işleminin yapılamamsı,sistemde kayt yapılamamaktadır son zamanlarda sıkıntı artmaya başladı bi değişilkilten sonra kayt et yaptığımızda fazla bekletmektedir bazen kayıt olmamaktadır,3
irak magazacılık ücret giderleri,irak modülünde türkiye verileri gözükmektedir desteklerinizi rica ederiz,0
rusya ssk primleri farkı,merkez ücret giderli a lı kod arasında ssk primlerinde fark bulunmaktadır farkın tespiti ilgili yardımlarınızı rica ederiz,0
belarus merkez vergi i̇adesi,belarus ik modülünde merkez kanalındaki vergi iadesi satırına tutarlar gelmemektedir mağaza kısmında sorunsuz çalışmaktadır alanın tanımlamalar kısmında oranı girilmiştir merkez vergi iadesi kısmına tutarlar gelmektedir manuel bir alana ekleme mi yapmamız gerekmekte,0
loft ücret giderleri,loft merkez ücret skalasında simülasyonda değişiklik yapılamamktadır kontrol edeermisiniz lütfen,0
a promosyon giderleri tr,a promosyon giderleri tr merkez giderlerinde bütçeleniyor idi şuan görünmüyor,0
internet d kcbo maliyet merekzi,internet d kcbo merkez toplamının altında değil mağazacılık altına gelmeli,2
merkez giderleri sosyal yardım giderleri,a sosyal yardımlarla a sosyal hizmet giderleri iç içe girmektedir,0
fas ik fazla mesai giderleri,fas ülkesinde karşılaştırma ekranında mağaza ücret giderleri sayfasındaki fazla mesai giderleri yine aynı ekrandaki personel ücret giderlerindeki a lı kodlarda fazla mesai giderleri birbirleriyle tutmamaktadır fazla mesaileri resmi tatil çalışma birlikte toplayıp a lı kodlara öyle getirmesi gerekiyor toplamları birbiriyle tutmuyor ekran görüntüleri paylaşılmıştır konu hakkında dönüşlerinizi rica ediyoruz,0
ik modülü statü bazında karş,ik modülünde statü bazında karşılaştırma yapamıyoruz kontrolünüzü rica ederiz,0
ik modülüne fiili merkez norm kadroların girilmesi,fiili merkez personel giderlerini girebiliriz paylaştığımız ekran görüntüsünün bulunduğu alandan düşündük veri girişi kapalı yardımlarınızı rica ediyoruz,3
ik modülündeki yavaşlık,ik modülünde küçük ülkelerin uygulama süreçlerindeki güncellemeler uzun sürmektedir kontrollerinizi rica ediyoruz,3
yetki devri,stratejik planlama müdürlüğü altında faaliyet gösteren bütçe yönetim servisi nin finansal raporlama müdürlüğü bünyesine taşınmasıyla spm ye ait yetkiler kaldırılmıştır buna benzer bir durumun bir yaşanmaması bütçe yönetim servisi adında yeni bir alanın oluşuturularak alana bütçe çalışanlarının kaydı yapılmıştır alan sayesinde bütçe yönetim servisinin ileride yaşanabilecek olası birim değişikliklerinden etkilenmesinin önüne geçilmiştir,2
tr teşvik çalışlması,tr bütçe teşvik rakamlarının kontyrolünü rica ederiz,2
loft performans tablosu,sedat bey eylül aylık performansa baktığımda usd smm sistemde görünen kur kur yeni smm olması gerekirken tl olarak görünmektedir sistemde görünen kur güncel değil midir diğer aylarda aynı durum söz konusu yazılan kurların güncel olmadığını düşünüyorum kontrol edip dönüş sağlarsanız cok sevinirim bilgi rica ederim,0
uk sağlık gideri,ukrayna nın sağlık gideri hesabının bütçelenmesi manuel olarak yapılmış merkez girelecek sayfasına girilmiştir buna rağmen toplam giderler sayfasına gideri getirmemektedir ekran görüntüleri paylaşılmıştır konu hakkında yardımlarınızı rica ediyoruz,0
hollanda performans tablosu,hollanda nın performans tablosunun kontrolleri sırasında karşılaştığımız sorunlar aşağıdaki gibidir tanımlalar kısmında yaşlandırma oranı olmasına rağmen performans tablosuna farklı bir oran getirmektedir merkez ücret merkez gider payları yönetim raporlarında bulunan gider performans tablosunda doğru hesaplamaktadır ancak performans tablosuna getirirken tutarlar değişmektedir finans modülünden gelen finans giderleri tutarı performans tablosundan tutar arasındaki fark mevcuttur ekran görüntüleri paylaşılmıştır,0
i k ek ödeme giriş problemi,ek ödemeler girişinde ek ödemeler dağılımda mesai girişlerim kayıtlı önce merkez ücret giderleri ekranıma sorunsuz olarak geliyordu artık gelmiyor,0
rusya mizan,rusya ekim ayını fiile yapmamıza rağmen mizanda üst toplamda tutar getirmektedir olasaı hesap yeni boyut hesap eşleşme tarafınında kontrollerimizi yaptık eksik bir alan bulunmamaktadır ekran görüntüsü paylaşılmıştır konu hakkında yardımlarınızı rica ediyoruz,0
i̇k tr prim bütçesi,tr tarafında prim bütçesinin orana bağlanmasını rica ederiz,2
kira modülü,kira modülündeki kira giderleri sayfasında para birimi euro yaptığımızda verileri getirmiyor kontrol edebilir misiniz ekran görüntülerü paylaşılmıştır,0
